SK_ID_CURR,PROB_DEFAULT,PREDIKSI,STATUS
176683,0.6336,0,LAYAK
176688,0.126,0,LAYAK
176700,0.5398,0,LAYAK
176702,0.2523,0,LAYAK
176705,0.1551,0,LAYAK
176709,0.2202,0,LAYAK
176710,0.5835,0,LAYAK
176720,0.6085,0,LAYAK
176726,0.0888,0,LAYAK
176731,0.5945,0,LAYAK
176732,0.5432,0,LAYAK
176733,0.1454,0,LAYAK
176734,0.3982,0,LAYAK
176736,0.4595,0,LAYAK
176741,0.1479,0,LAYAK
176756,0.1741,0,LAYAK
176785,0.1484,0,LAYAK
176790,0.155,0,LAYAK
176793,0.2534,0,LAYAK
176820,0.611,0,LAYAK
176827,0.2297,0,LAYAK
176828,0.0853,0,LAYAK
176839,0.4855,0,LAYAK
176848,0.139,0,LAYAK
176850,0.4156,0,LAYAK
176853,0.0643,0,LAYAK
176866,0.0609,0,LAYAK
176867,0.3975,0,LAYAK
176875,0.3363,0,LAYAK
176883,0.8187,1,TIDAK LAYAK
176888,0.602,0,LAYAK
176890,0.7502,1,TIDAK LAYAK
176898,0.6064,0,LAYAK
176917,0.3927,0,LAYAK
176925,0.3881,0,LAYAK
176929,0.3742,0,LAYAK
176934,0.5143,0,LAYAK
176938,0.7195,1,TIDAK LAYAK
176953,0.388,0,LAYAK
176957,0.7311,1,TIDAK LAYAK
176970,0.2639,0,LAYAK
176997,0.2258,0,LAYAK
177029,0.4671,0,LAYAK
177030,0.2217,0,LAYAK
177031,0.4098,0,LAYAK
177032,0.4369,0,LAYAK
177047,0.412,0,LAYAK
177048,0.1733,0,LAYAK
177051,0.3043,0,LAYAK
177055,0.2795,0,LAYAK
177060,0.4349,0,LAYAK
177064,0.7813,1,TIDAK LAYAK
177065,0.117,0,LAYAK
177069,0.4834,0,LAYAK
177076,0.3287,0,LAYAK
177085,0.246,0,LAYAK
177087,0.2889,0,LAYAK
177105,0.3766,0,LAYAK
177126,0.2183,0,LAYAK
177133,0.2557,0,LAYAK
177141,0.2018,0,LAYAK
177146,0.4035,0,LAYAK
177156,0.6092,0,LAYAK
177179,0.1588,0,LAYAK
177187,0.8487,1,TIDAK LAYAK
177192,0.7647,1,TIDAK LAYAK
177203,0.2939,0,LAYAK
177228,0.6605,0,LAYAK
177229,0.5654,0,LAYAK
177249,0.3983,0,LAYAK
177250,0.666,0,LAYAK
177253,0.4476,0,LAYAK
177260,0.3656,0,LAYAK
177262,0.3843,0,LAYAK
177270,0.5517,0,LAYAK
177275,0.5818,0,LAYAK
177284,0.4062,0,LAYAK
177285,0.7594,1,TIDAK LAYAK
177314,0.6736,0,LAYAK
177319,0.682,1,TIDAK LAYAK
177325,0.067,0,LAYAK
177327,0.5298,0,LAYAK
177339,0.624,0,LAYAK
177344,0.6781,0,LAYAK
177378,0.5402,0,LAYAK
177384,0.4893,0,LAYAK
177385,0.1696,0,LAYAK
177386,0.2511,0,LAYAK
177387,0.4045,0,LAYAK
177405,0.3662,0,LAYAK
177423,0.4957,0,LAYAK
177424,0.0371,0,LAYAK
177425,0.3347,0,LAYAK
177430,0.7404,1,TIDAK LAYAK
177435,0.3733,0,LAYAK
177447,0.414,0,LAYAK
177448,0.3102,0,LAYAK
177449,0.2079,0,LAYAK
177451,0.4175,0,LAYAK
177460,0.648,0,LAYAK
177479,0.2202,0,LAYAK
177489,0.2963,0,LAYAK
177504,0.2019,0,LAYAK
177505,0.559,0,LAYAK
177511,0.5448,0,LAYAK
177524,0.3195,0,LAYAK
177526,0.0955,0,LAYAK
177535,0.1284,0,LAYAK
177558,0.4111,0,LAYAK
177562,0.7165,1,TIDAK LAYAK
177569,0.3327,0,LAYAK
177579,0.1802,0,LAYAK
177580,0.4636,0,LAYAK
177583,0.0967,0,LAYAK
177584,0.641,0,LAYAK
177585,0.4152,0,LAYAK
177605,0.642,0,LAYAK
177606,0.1881,0,LAYAK
177618,0.5103,0,LAYAK
177639,0.7635,1,TIDAK LAYAK
177649,0.2162,0,LAYAK
177656,0.308,0,LAYAK
177657,0.1136,0,LAYAK
177661,0.3899,0,LAYAK
177665,0.3424,0,LAYAK
177669,0.2769,0,LAYAK
177680,0.4723,0,LAYAK
177688,0.8223,1,TIDAK LAYAK
177689,0.1904,0,LAYAK
177694,0.204,0,LAYAK
177696,0.5549,0,LAYAK
177700,0.3,0,LAYAK
177705,0.4037,0,LAYAK
177710,0.5371,0,LAYAK
177720,0.1757,0,LAYAK
177728,0.4175,0,LAYAK
177729,0.5628,0,LAYAK
177731,0.3275,0,LAYAK
177733,0.7086,1,TIDAK LAYAK
177749,0.3805,0,LAYAK
177751,0.37,0,LAYAK
177767,0.5191,0,LAYAK
177776,0.3853,0,LAYAK
177780,0.7971,1,TIDAK LAYAK
177783,0.0789,0,LAYAK
177785,0.6399,0,LAYAK
177791,0.2364,0,LAYAK
177797,0.2865,0,LAYAK
177798,0.2422,0,LAYAK
177799,0.0676,0,LAYAK
177802,0.2021,0,LAYAK
177803,0.3251,0,LAYAK
177805,0.0657,0,LAYAK
177820,0.0982,0,LAYAK
177824,0.3297,0,LAYAK
177825,0.2865,0,LAYAK
177829,0.4166,0,LAYAK
177839,0.552,0,LAYAK
177861,0.2656,0,LAYAK
177865,0.4645,0,LAYAK
177867,0.1104,0,LAYAK
177875,0.5588,0,LAYAK
177876,0.8339,1,TIDAK LAYAK
177878,0.5251,0,LAYAK
177883,0.3703,0,LAYAK
177886,0.1343,0,LAYAK
177891,0.7127,1,TIDAK LAYAK
177892,0.5783,0,LAYAK
177902,0.2214,0,LAYAK
177904,0.532,0,LAYAK
177931,0.6338,0,LAYAK
177939,0.2623,0,LAYAK
177944,0.6296,0,LAYAK
177946,0.3432,0,LAYAK
177959,0.5476,0,LAYAK
177977,0.3616,0,LAYAK
177992,0.3893,0,LAYAK
177993,0.614,0,LAYAK
178005,0.3047,0,LAYAK
178008,0.1545,0,LAYAK
178009,0.2963,0,LAYAK
178012,0.7506,1,TIDAK LAYAK
178015,0.0981,0,LAYAK
178018,0.3842,0,LAYAK
178037,0.4837,0,LAYAK
178050,0.0801,0,LAYAK
178058,0.5995,0,LAYAK
178060,0.2541,0,LAYAK
178064,0.8527,1,TIDAK LAYAK
178074,0.2835,0,LAYAK
178077,0.5309,0,LAYAK
178094,0.2154,0,LAYAK
178095,0.6251,0,LAYAK
178096,0.5114,0,LAYAK
178107,0.3715,0,LAYAK
178117,0.2286,0,LAYAK
178146,0.3312,0,LAYAK
178154,0.3587,0,LAYAK
178160,0.4808,0,LAYAK
178164,0.3803,0,LAYAK
178172,0.1575,0,LAYAK
178174,0.806,1,TIDAK LAYAK
178182,0.7555,1,TIDAK LAYAK
178184,0.6685,0,LAYAK
178196,0.352,0,LAYAK
178223,0.6207,0,LAYAK
178225,0.5149,0,LAYAK
178226,0.4914,0,LAYAK
178240,0.606,0,LAYAK
178242,0.2394,0,LAYAK
178250,0.6176,0,LAYAK
178268,0.4717,0,LAYAK
178282,0.381,0,LAYAK
178285,0.6476,0,LAYAK
178288,0.2932,0,LAYAK
178290,0.0371,0,LAYAK
178295,0.1552,0,LAYAK
178312,0.1386,0,LAYAK
178317,0.2707,0,LAYAK
178342,0.7225,1,TIDAK LAYAK
178343,0.3423,0,LAYAK
178344,0.5038,0,LAYAK
178346,0.2996,0,LAYAK
178353,0.7944,1,TIDAK LAYAK
178356,0.777,1,TIDAK LAYAK
178358,0.1754,0,LAYAK
178359,0.3763,0,LAYAK
178362,0.8104,1,TIDAK LAYAK
178380,0.1262,0,LAYAK
178387,0.3605,0,LAYAK
178391,0.6207,0,LAYAK
178395,0.6908,1,TIDAK LAYAK
178408,0.515,0,LAYAK
178415,0.1259,0,LAYAK
178421,0.1013,0,LAYAK
178424,0.747,1,TIDAK LAYAK
178428,0.4233,0,LAYAK
178432,0.2284,0,LAYAK
178433,0.1831,0,LAYAK
178436,0.3377,0,LAYAK
178442,0.2956,0,LAYAK
178453,0.3055,0,LAYAK
178459,0.3104,0,LAYAK
178467,0.5305,0,LAYAK
178472,0.5318,0,LAYAK
178491,0.0775,0,LAYAK
178499,0.3271,0,LAYAK
178504,0.5293,0,LAYAK
178506,0.5156,0,LAYAK
178509,0.3408,0,LAYAK
178517,0.2833,0,LAYAK
178525,0.2701,0,LAYAK
178530,0.5301,0,LAYAK
178531,0.7139,1,TIDAK LAYAK
178537,0.3744,0,LAYAK
178553,0.4564,0,LAYAK
178557,0.3031,0,LAYAK
178565,0.3712,0,LAYAK
178566,0.3291,0,LAYAK
178579,0.1896,0,LAYAK
178586,0.7071,1,TIDAK LAYAK
178589,0.2348,0,LAYAK
178592,0.4769,0,LAYAK
178610,0.0773,0,LAYAK
178620,0.3558,0,LAYAK
178621,0.1621,0,LAYAK
178622,0.5479,0,LAYAK
178643,0.2453,0,LAYAK
178665,0.3043,0,LAYAK
178671,0.3151,0,LAYAK
178675,0.2056,0,LAYAK
178692,0.3627,0,LAYAK
178722,0.3816,0,LAYAK
178723,0.349,0,LAYAK
178726,0.6347,0,LAYAK
178731,0.682,1,TIDAK LAYAK
178737,0.5582,0,LAYAK
178739,0.3855,0,LAYAK
178745,0.114,0,LAYAK
178766,0.3349,0,LAYAK
178771,0.4114,0,LAYAK
178775,0.1198,0,LAYAK
178785,0.1213,0,LAYAK
178789,0.699,1,TIDAK LAYAK
178790,0.3935,0,LAYAK
178792,0.5519,0,LAYAK
178804,0.181,0,LAYAK
178817,0.3455,0,LAYAK
178821,0.2589,0,LAYAK
178825,0.4175,0,LAYAK
178830,0.2675,0,LAYAK
178831,0.6646,0,LAYAK
178832,0.4754,0,LAYAK
178847,0.2745,0,LAYAK
178853,0.2405,0,LAYAK
178856,0.6554,0,LAYAK
178867,0.3307,0,LAYAK
178868,0.2074,0,LAYAK
178881,0.2999,0,LAYAK
178887,0.3987,0,LAYAK
178888,0.7924,1,TIDAK LAYAK
178908,0.4498,0,LAYAK
178909,0.4652,0,LAYAK
178942,0.6209,0,LAYAK
178943,0.7965,1,TIDAK LAYAK
178946,0.2045,0,LAYAK
178947,0.7135,1,TIDAK LAYAK
178950,0.6623,0,LAYAK
178958,0.6554,0,LAYAK
178976,0.1597,0,LAYAK
178986,0.2624,0,LAYAK
178989,0.0849,0,LAYAK
178995,0.6582,0,LAYAK
178996,0.5265,0,LAYAK
179006,0.5065,0,LAYAK
179025,0.4409,0,LAYAK
179034,0.3833,0,LAYAK
179038,0.7274,1,TIDAK LAYAK
179043,0.2021,0,LAYAK
179050,0.2685,0,LAYAK
179051,0.5553,0,LAYAK
179076,0.7109,1,TIDAK LAYAK
179077,0.2107,0,LAYAK
179091,0.4349,0,LAYAK
179092,0.4913,0,LAYAK
179111,0.4307,0,LAYAK
179128,0.5282,0,LAYAK
179132,0.7289,1,TIDAK LAYAK
179137,0.4488,0,LAYAK
179138,0.4854,0,LAYAK
179146,0.5472,0,LAYAK
179148,0.6986,1,TIDAK LAYAK
179149,0.2552,0,LAYAK
179150,0.3006,0,LAYAK
179155,0.2901,0,LAYAK
179164,0.2748,0,LAYAK
179177,0.0613,0,LAYAK
179178,0.3832,0,LAYAK
179182,0.6036,0,LAYAK
179184,0.162,0,LAYAK
179186,0.6167,0,LAYAK
179191,0.7114,1,TIDAK LAYAK
179194,0.4776,0,LAYAK
179201,0.6119,0,LAYAK
179210,0.0742,0,LAYAK
179211,0.3972,0,LAYAK
179212,0.4704,0,LAYAK
179216,0.6873,1,TIDAK LAYAK
179229,0.1297,0,LAYAK
179235,0.3074,0,LAYAK
179236,0.4584,0,LAYAK
179241,0.278,0,LAYAK
179244,0.4501,0,LAYAK
179249,0.4228,0,LAYAK
179256,0.8322,1,TIDAK LAYAK
179260,0.5454,0,LAYAK
179262,0.4637,0,LAYAK
179264,0.4935,0,LAYAK
179268,0.241,0,LAYAK
179272,0.3105,0,LAYAK
179280,0.2201,0,LAYAK
179287,0.2177,0,LAYAK
179288,0.1839,0,LAYAK
179290,0.1523,0,LAYAK
179295,0.0623,0,LAYAK
179298,0.5092,0,LAYAK
179306,0.3025,0,LAYAK
179307,0.215,0,LAYAK
179310,0.8313,1,TIDAK LAYAK
179314,0.1291,0,LAYAK
179317,0.5862,0,LAYAK
179319,0.5902,0,LAYAK
179327,0.1469,0,LAYAK
179336,0.4977,0,LAYAK
179342,0.1198,0,LAYAK
179344,0.7343,1,TIDAK LAYAK
179347,0.112,0,LAYAK
179357,0.3261,0,LAYAK
179368,0.5321,0,LAYAK
179413,0.3216,0,LAYAK
179425,0.3748,0,LAYAK
179435,0.3149,0,LAYAK
179447,0.2569,0,LAYAK
179449,0.1328,0,LAYAK
179458,0.1694,0,LAYAK
179460,0.2778,0,LAYAK
179475,0.391,0,LAYAK
179486,0.4659,0,LAYAK
179493,0.1635,0,LAYAK
179499,0.2127,0,LAYAK
179501,0.3254,0,LAYAK
179508,0.2314,0,LAYAK
179511,0.1681,0,LAYAK
179513,0.261,0,LAYAK
179519,0.6037,0,LAYAK
179537,0.1973,0,LAYAK
179550,0.1751,0,LAYAK
179559,0.4206,0,LAYAK
179560,0.1249,0,LAYAK
179578,0.5401,0,LAYAK
179583,0.1871,0,LAYAK
179590,0.089,0,LAYAK
179597,0.1732,0,LAYAK
179599,0.1524,0,LAYAK
179602,0.8009,1,TIDAK LAYAK
179609,0.1145,0,LAYAK
179621,0.6427,0,LAYAK
179624,0.7048,1,TIDAK LAYAK
179625,0.2119,0,LAYAK
179630,0.1667,0,LAYAK
179640,0.4994,0,LAYAK
179641,0.1141,0,LAYAK
179644,0.1164,0,LAYAK
179649,0.2718,0,LAYAK
179650,0.6344,0,LAYAK
179652,0.49,0,LAYAK
179653,0.3421,0,LAYAK
179660,0.6165,0,LAYAK
179662,0.1271,0,LAYAK
179673,0.5197,0,LAYAK
179678,0.2551,0,LAYAK
179679,0.494,0,LAYAK
179686,0.1524,0,LAYAK
179721,0.1015,0,LAYAK
179733,0.5568,0,LAYAK
179736,0.637,0,LAYAK
179737,0.1842,0,LAYAK
179748,0.5599,0,LAYAK
179750,0.8073,1,TIDAK LAYAK
179751,0.2578,0,LAYAK
179752,0.5619,0,LAYAK
179753,0.4767,0,LAYAK
179765,0.1461,0,LAYAK
179768,0.3677,0,LAYAK
179798,0.0581,0,LAYAK
179827,0.1783,0,LAYAK
179837,0.1081,0,LAYAK
179838,0.4356,0,LAYAK
179851,0.6473,0,LAYAK
179868,0.7425,1,TIDAK LAYAK
179875,0.3599,0,LAYAK
179876,0.1348,0,LAYAK
179882,0.4233,0,LAYAK
179883,0.1718,0,LAYAK
179894,0.2143,0,LAYAK
179905,0.6598,0,LAYAK
179907,0.7439,1,TIDAK LAYAK
179919,0.2731,0,LAYAK
179926,0.4089,0,LAYAK
179936,0.1627,0,LAYAK
179941,0.3996,0,LAYAK
179945,0.5365,0,LAYAK
179951,0.5824,0,LAYAK
179960,0.2131,0,LAYAK
179967,0.1467,0,LAYAK
179980,0.7947,1,TIDAK LAYAK
179985,0.7583,1,TIDAK LAYAK
179997,0.3192,0,LAYAK
180001,0.5152,0,LAYAK
180007,0.197,0,LAYAK
180011,0.7703,1,TIDAK LAYAK
180017,0.2071,0,LAYAK
180027,0.4587,0,LAYAK
180033,0.6123,0,LAYAK
180036,0.8511,1,TIDAK LAYAK
180037,0.2655,0,LAYAK
180041,0.778,1,TIDAK LAYAK
180042,0.8181,1,TIDAK LAYAK
180050,0.8568,1,TIDAK LAYAK
180059,0.1684,0,LAYAK
180066,0.3149,0,LAYAK
180067,0.5559,0,LAYAK
180085,0.4057,0,LAYAK
180092,0.1885,0,LAYAK
180099,0.3335,0,LAYAK
180101,0.792,1,TIDAK LAYAK
180115,0.6935,1,TIDAK LAYAK
180122,0.6062,0,LAYAK
180126,0.2454,0,LAYAK
180127,0.3593,0,LAYAK
180140,0.4449,0,LAYAK
180141,0.2602,0,LAYAK
180158,0.3301,0,LAYAK
180163,0.6054,0,LAYAK
180178,0.1905,0,LAYAK
180189,0.2849,0,LAYAK
180198,0.5683,0,LAYAK
180201,0.7288,1,TIDAK LAYAK
180202,0.563,0,LAYAK
180209,0.6942,1,TIDAK LAYAK
180239,0.3717,0,LAYAK
180244,0.2996,0,LAYAK
180270,0.1087,0,LAYAK
180271,0.2195,0,LAYAK
180286,0.1525,0,LAYAK
180287,0.5236,0,LAYAK
180291,0.2167,0,LAYAK
180293,0.2752,0,LAYAK
180296,0.5585,0,LAYAK
180297,0.3133,0,LAYAK
180305,0.4294,0,LAYAK
180318,0.3573,0,LAYAK
180319,0.4537,0,LAYAK
180322,0.0558,0,LAYAK
180323,0.2508,0,LAYAK
180331,0.3598,0,LAYAK
180365,0.0892,0,LAYAK
180368,0.6462,0,LAYAK
180369,0.3698,0,LAYAK
180382,0.2557,0,LAYAK
180387,0.1609,0,LAYAK
180388,0.7795,1,TIDAK LAYAK
180389,0.3754,0,LAYAK
180398,0.1468,0,LAYAK
180399,0.1022,0,LAYAK
180402,0.6061,0,LAYAK
180406,0.4294,0,LAYAK
180407,0.2268,0,LAYAK
180408,0.5884,0,LAYAK
180413,0.3519,0,LAYAK
180416,0.319,0,LAYAK
180420,0.1355,0,LAYAK
180429,0.7789,1,TIDAK LAYAK
180430,0.9192,1,TIDAK LAYAK
180431,0.2777,0,LAYAK
180438,0.0901,0,LAYAK
180441,0.3123,0,LAYAK
180448,0.5162,0,LAYAK
180453,0.1106,0,LAYAK
180478,0.7697,1,TIDAK LAYAK
180480,0.4652,0,LAYAK
180510,0.2676,0,LAYAK
180524,0.5726,0,LAYAK
180534,0.0725,0,LAYAK
180537,0.8935,1,TIDAK LAYAK
180545,0.1702,0,LAYAK
180550,0.5421,0,LAYAK
180559,0.079,0,LAYAK
180583,0.3865,0,LAYAK
180587,0.0391,0,LAYAK
180594,0.3469,0,LAYAK
180597,0.6055,0,LAYAK
180598,0.7186,1,TIDAK LAYAK
180599,0.475,0,LAYAK
180601,0.6792,0,LAYAK
180624,0.8095,1,TIDAK LAYAK
180625,0.8429,1,TIDAK LAYAK
180634,0.2726,0,LAYAK
180647,0.1489,0,LAYAK
180652,0.3198,0,LAYAK
180656,0.6761,0,LAYAK
180664,0.338,0,LAYAK
180666,0.6189,0,LAYAK
180674,0.282,0,LAYAK
180679,0.4466,0,LAYAK
180685,0.6164,0,LAYAK
180692,0.6698,0,LAYAK
180698,0.309,0,LAYAK
180699,0.2513,0,LAYAK
180700,0.1899,0,LAYAK
180702,0.2669,0,LAYAK
180710,0.2933,0,LAYAK
180736,0.266,0,LAYAK
180739,0.5916,0,LAYAK
180741,0.4834,0,LAYAK
180743,0.7842,1,TIDAK LAYAK
180747,0.1023,0,LAYAK
180754,0.6763,0,LAYAK
180755,0.342,0,LAYAK
180756,0.1334,0,LAYAK
180768,0.326,0,LAYAK
180773,0.2578,0,LAYAK
180775,0.4363,0,LAYAK
180784,0.5276,0,LAYAK
180787,0.1853,0,LAYAK
180795,0.2385,0,LAYAK
180796,0.5096,0,LAYAK
180799,0.1318,0,LAYAK
180811,0.5071,0,LAYAK
180813,0.4723,0,LAYAK
180827,0.3278,0,LAYAK
180828,0.2373,0,LAYAK
180833,0.5069,0,LAYAK
180834,0.5162,0,LAYAK
180847,0.1949,0,LAYAK
180852,0.6529,0,LAYAK
180853,0.5105,0,LAYAK
180854,0.1613,0,LAYAK
180855,0.5767,0,LAYAK
180856,0.5718,0,LAYAK
180858,0.4388,0,LAYAK
180859,0.6794,0,LAYAK
180867,0.3172,0,LAYAK
180868,0.3183,0,LAYAK
180872,0.3047,0,LAYAK
180873,0.5149,0,LAYAK
180874,0.7377,1,TIDAK LAYAK
180875,0.4469,0,LAYAK
180878,0.5323,0,LAYAK
180888,0.2125,0,LAYAK
180889,0.1984,0,LAYAK
180891,0.0817,0,LAYAK
180902,0.213,0,LAYAK
180907,0.7476,1,TIDAK LAYAK
180913,0.3887,0,LAYAK
180916,0.2335,0,LAYAK
180954,0.2426,0,LAYAK
180962,0.3808,0,LAYAK
180963,0.2362,0,LAYAK
180967,0.6501,0,LAYAK
180971,0.8116,1,TIDAK LAYAK
180975,0.5282,0,LAYAK
180985,0.4582,0,LAYAK
180991,0.3125,0,LAYAK
181009,0.3731,0,LAYAK
181012,0.1107,0,LAYAK
181015,0.5176,0,LAYAK
181034,0.7034,1,TIDAK LAYAK
181064,0.443,0,LAYAK
181071,0.4736,0,LAYAK
181083,0.4903,0,LAYAK
181084,0.1516,0,LAYAK
181085,0.2009,0,LAYAK
181088,0.5647,0,LAYAK
181098,0.651,0,LAYAK
181110,0.7606,1,TIDAK LAYAK
181111,0.5448,0,LAYAK
181112,0.1993,0,LAYAK
181114,0.3475,0,LAYAK
181117,0.8522,1,TIDAK LAYAK
181157,0.1023,0,LAYAK
181160,0.5746,0,LAYAK
181161,0.4081,0,LAYAK
181165,0.6239,0,LAYAK
181179,0.8458,1,TIDAK LAYAK
181186,0.4499,0,LAYAK
181196,0.4336,0,LAYAK
181197,0.8458,1,TIDAK LAYAK
181204,0.5163,0,LAYAK
181213,0.3103,0,LAYAK
181214,0.8521,1,TIDAK LAYAK
181221,0.4741,0,LAYAK
181224,0.3211,0,LAYAK
181226,0.4328,0,LAYAK
181236,0.7261,1,TIDAK LAYAK
181256,0.7889,1,TIDAK LAYAK
181257,0.1868,0,LAYAK
181279,0.2656,0,LAYAK
181282,0.372,0,LAYAK
181285,0.3978,0,LAYAK
181288,0.1962,0,LAYAK
181289,0.5643,0,LAYAK
181290,0.2011,0,LAYAK
181298,0.123,0,LAYAK
181299,0.4412,0,LAYAK
181307,0.3714,0,LAYAK
181312,0.6906,1,TIDAK LAYAK
181318,0.3405,0,LAYAK
181322,0.352,0,LAYAK
181338,0.4878,0,LAYAK
181340,0.2055,0,LAYAK
181342,0.1443,0,LAYAK
181344,0.2693,0,LAYAK
181350,0.3567,0,LAYAK
181373,0.5372,0,LAYAK
181374,0.6542,0,LAYAK
181375,0.2342,0,LAYAK
181379,0.6128,0,LAYAK
181381,0.1992,0,LAYAK
181385,0.5853,0,LAYAK
181388,0.1627,0,LAYAK
181392,0.4535,0,LAYAK
181393,0.5996,0,LAYAK
181425,0.0518,0,LAYAK
181465,0.2904,0,LAYAK
181481,0.4022,0,LAYAK
181484,0.321,0,LAYAK
181494,0.1656,0,LAYAK
181501,0.3195,0,LAYAK
181507,0.265,0,LAYAK
181521,0.3492,0,LAYAK
181524,0.2076,0,LAYAK
181538,0.7925,1,TIDAK LAYAK
181540,0.3149,0,LAYAK
181547,0.6844,1,TIDAK LAYAK
181551,0.1326,0,LAYAK
181555,0.4882,0,LAYAK
181561,0.3787,0,LAYAK
181564,0.4002,0,LAYAK
181567,0.5967,0,LAYAK
181599,0.2094,0,LAYAK
181602,0.6276,0,LAYAK
181612,0.5467,0,LAYAK
181613,0.3716,0,LAYAK
181615,0.5558,0,LAYAK
181621,0.2439,0,LAYAK
181622,0.4531,0,LAYAK
181629,0.3879,0,LAYAK
181630,0.157,0,LAYAK
181633,0.327,0,LAYAK
181635,0.6097,0,LAYAK
181641,0.3839,0,LAYAK
181643,0.78,1,TIDAK LAYAK
181644,0.7238,1,TIDAK LAYAK
181649,0.1295,0,LAYAK
181659,0.3223,0,LAYAK
181660,0.2651,0,LAYAK
181665,0.7106,1,TIDAK LAYAK
181666,0.3821,0,LAYAK
181672,0.4862,0,LAYAK
181682,0.7297,1,TIDAK LAYAK
181693,0.6768,0,LAYAK
181697,0.3424,0,LAYAK
181703,0.1912,0,LAYAK
181704,0.4022,0,LAYAK
181720,0.3544,0,LAYAK
181722,0.3372,0,LAYAK
181732,0.6149,0,LAYAK
181733,0.2448,0,LAYAK
181736,0.1725,0,LAYAK
181737,0.3373,0,LAYAK
181747,0.2328,0,LAYAK
181758,0.7909,1,TIDAK LAYAK
181764,0.2537,0,LAYAK
181770,0.6631,0,LAYAK
181774,0.6438,0,LAYAK
181783,0.5721,0,LAYAK
181788,0.1991,0,LAYAK
181789,0.3787,0,LAYAK
181804,0.4623,0,LAYAK
181809,0.2737,0,LAYAK
181821,0.6681,0,LAYAK
181836,0.1463,0,LAYAK
181863,0.195,0,LAYAK
181867,0.2651,0,LAYAK
181868,0.666,0,LAYAK
181871,0.2498,0,LAYAK
181904,0.8431,1,TIDAK LAYAK
181931,0.1883,0,LAYAK
181932,0.4561,0,LAYAK
181941,0.5126,0,LAYAK
181944,0.7204,1,TIDAK LAYAK
181958,0.6716,0,LAYAK
181971,0.1919,0,LAYAK
181986,0.4025,0,LAYAK
182002,0.3267,0,LAYAK
182007,0.2316,0,LAYAK
182012,0.2354,0,LAYAK
182022,0.3281,0,LAYAK
182031,0.5948,0,LAYAK
182050,0.5413,0,LAYAK
182053,0.5124,0,LAYAK
182071,0.5434,0,LAYAK
182072,0.6062,0,LAYAK
182073,0.3354,0,LAYAK
182102,0.2678,0,LAYAK
182106,0.3459,0,LAYAK
182116,0.2038,0,LAYAK
182117,0.41,0,LAYAK
182118,0.0789,0,LAYAK
182124,0.6912,1,TIDAK LAYAK
182125,0.494,0,LAYAK
182145,0.2484,0,LAYAK
182150,0.5139,0,LAYAK
182154,0.2248,0,LAYAK
182167,0.1595,0,LAYAK
182179,0.6955,1,TIDAK LAYAK
182181,0.181,0,LAYAK
182183,0.2068,0,LAYAK
182218,0.1734,0,LAYAK
182225,0.0854,0,LAYAK
182226,0.5914,0,LAYAK
182266,0.801,1,TIDAK LAYAK
182272,0.4178,0,LAYAK
182275,0.4668,0,LAYAK
182295,0.6497,0,LAYAK
182305,0.1513,0,LAYAK
182312,0.252,0,LAYAK
182313,0.109,0,LAYAK
182327,0.1304,0,LAYAK
182337,0.2454,0,LAYAK
182340,0.0739,0,LAYAK
182341,0.4564,0,LAYAK
182342,0.214,0,LAYAK
182345,0.3523,0,LAYAK
182353,0.1419,0,LAYAK
182355,0.0789,0,LAYAK
182371,0.1705,0,LAYAK
182376,0.2039,0,LAYAK
182381,0.1168,0,LAYAK
182382,0.1803,0,LAYAK
182384,0.2601,0,LAYAK
182387,0.5073,0,LAYAK
182412,0.2593,0,LAYAK
182419,0.5798,0,LAYAK
182432,0.4162,0,LAYAK
182438,0.3559,0,LAYAK
182448,0.8827,1,TIDAK LAYAK
182450,0.5093,0,LAYAK
182465,0.1612,0,LAYAK
182468,0.1726,0,LAYAK
182474,0.2767,0,LAYAK
182483,0.4333,0,LAYAK
182484,0.6624,0,LAYAK
182485,0.2145,0,LAYAK
182486,0.2932,0,LAYAK
182489,0.7175,1,TIDAK LAYAK
182500,0.3816,0,LAYAK
182501,0.2906,0,LAYAK
182504,0.7886,1,TIDAK LAYAK
182514,0.2495,0,LAYAK
182524,0.2283,0,LAYAK
182525,0.4792,0,LAYAK
182533,0.1242,0,LAYAK
182536,0.3033,0,LAYAK
182539,0.5318,0,LAYAK
182550,0.1602,0,LAYAK
182553,0.3501,0,LAYAK
182568,0.4077,0,LAYAK
182571,0.1485,0,LAYAK
182573,0.1794,0,LAYAK
182580,0.2548,0,LAYAK
182615,0.4429,0,LAYAK
182618,0.1777,0,LAYAK
182624,0.1636,0,LAYAK
182644,0.2677,0,LAYAK
182686,0.8029,1,TIDAK LAYAK
182687,0.3182,0,LAYAK
182695,0.831,1,TIDAK LAYAK
182718,0.5427,0,LAYAK
182726,0.5452,0,LAYAK
182735,0.2806,0,LAYAK
182742,0.2029,0,LAYAK
182747,0.201,0,LAYAK
182748,0.2375,0,LAYAK
182752,0.4614,0,LAYAK
182761,0.6864,1,TIDAK LAYAK
182800,0.1821,0,LAYAK
182802,0.4839,0,LAYAK
182807,0.4427,0,LAYAK
182816,0.4908,0,LAYAK
182818,0.1907,0,LAYAK
182826,0.5872,0,LAYAK
182836,0.098,0,LAYAK
182840,0.8072,1,TIDAK LAYAK
182841,0.6532,0,LAYAK
182846,0.4886,0,LAYAK
